Individual,Run,Variant,Input,Feasibility
70,84,2,1,Infeasible
71,84,2,1,Infeasible
72,84,2,1,Infeasible
73,84,2,1,Infeasible
74,84,2,1,Infeasible
75,84,2,1,Infeasible
76,84,2,1,Infeasible
77,84,2,1,Infeasible
78,84,2,1,Infeasible
79,84,2,1,Infeasible
80,84,2,1,Infeasible
81,84,2,1,Infeasible
82,84,2,1,Infeasible
83,84,2,1,Infeasible
84,84,2,1,Infeasible
85,84,2,1,Infeasible
86,84,2,1,Infeasible
87,84,2,1,Infeasible
88,84,2,1,Infeasible
89,84,2,1,Infeasible
90,84,2,1,Infeasible
91,84,2,1,Infeasible
0,84,2,2,Infeasible
1,84,2,2,Infeasible
2,84,2,2,Infeasible
3,84,2,2,Infeasible
4,84,2,2,Infeasible
5,84,2,2,Infeasible
6,84,2,2,Infeasible
7,84,2,2,Infeasible
8,84,2,2,Infeasible
9,84,2,2,Infeasible
10,84,2,2,Infeasible
11,84,2,2,Infeasible
12,84,2,2,Infeasible
13,84,2,2,Infeasible
14,84,2,2,Infeasible
15,84,2,2,Infeasible
16,84,2,2,Infeasible
17,84,2,2,Infeasible
18,84,2,2,Infeasible
19,84,2,2,Infeasible
20,84,2,2,Infeasible
21,84,2,2,Infeasible
22,84,2,2,Infeasible
23,84,2,2,Infeasible
24,84,2,2,Infeasible
25,84,2,2,Infeasible
26,84,2,2,Infeasible
27,84,2,2,Infeasible
28,84,2,2,Infeasible
29,84,2,2,Infeasible
30,84,2,2,Infeasible
31,84,2,2,Infeasible
32,84,2,2,Infeasible
33,84,2,2,Infeasible
34,84,2,2,Infeasible
35,84,2,2,Infeasible
36,84,2,2,Infeasible
37,84,2,2,Infeasible
38,84,2,2,Infeasible
39,84,2,2,Infeasible
40,84,2,2,Infeasible
41,84,2,2,Infeasible
42,84,2,2,Infeasible
43,84,2,2,Infeasible
44,84,2,2,Infeasible
45,84,2,2,Infeasible
46,84,2,2,Infeasible
47,84,2,2,Infeasible
48,84,2,2,Infeasible
49,84,2,2,Infeasible
50,84,2,2,Infeasible
51,84,2,2,Infeasible
52,84,2,2,Infeasible
53,84,2,2,Infeasible
54,84,2,2,Infeasible
55,84,2,2,Infeasible
56,84,2,2,Infeasible
57,84,2,2,Infeasible
58,84,2,2,Infeasible
59,84,2,2,Infeasible
60,84,2,2,Infeasible
61,84,2,2,Infeasible
62,84,2,2,Infeasible
63,84,2,2,Infeasible
64,84,2,2,Infeasible
65,84,2,2,Infeasible
66,84,2,2,Infeasible
67,84,2,2,Infeasible
68,84,2,2,Infeasible
69,84,2,2,Infeasible
70,84,2,2,Infeasible
71,84,2,2,Infeasible
72,84,2,2,Infeasible
73,84,2,2,Infeasible
74,84,2,2,Infeasible
75,84,2,2,Infeasible
76,84,2,2,Infeasible
77,84,2,2,Infeasible
78,84,2,2,Infeasible
79,84,2,2,Infeasible
80,84,2,2,Infeasible
81,84,2,2,Infeasible
82,84,2,2,Infeasible
83,84,2,2,Infeasible
84,84,2,2,Infeasible
85,84,2,2,Infeasible
86,84,2,2,Infeasible
87,84,2,2,Infeasible
88,84,2,2,Infeasible
89,84,2,2,Infeasible
90,84,2,2,Infeasible
91,84,2,2,Infeasible
0,84,2,3,Infeasible
1,84,2,3,Infeasible
2,84,2,3,Infeasible
3,84,2,3,Infeasible
4,84,2,3,Infeasible
5,84,2,3,Infeasible
6,84,2,3,Infeasible
7,84,2,3,Infeasible
8,84,2,3,Infeasible
9,84,2,3,Infeasible
10,84,2,3,Infeasible
11,84,2,3,Infeasible
12,84,2,3,Infeasible
13,84,2,3,Infeasible
14,84,2,3,Infeasible
15,84,2,3,Infeasible
16,84,2,3,Infeasible
17,84,2,3,Infeasible
18,84,2,3,Infeasible
19,84,2,3,Infeasible
20,84,2,3,Infeasible
21,84,2,3,Infeasible
22,84,2,3,Infeasible
23,84,2,3,Infeasible
24,84,2,3,Infeasible
25,84,2,3,Infeasible
26,84,2,3,Infeasible
27,84,2,3,Infeasible
28,84,2,3,Infeasible
29,84,2,3,Infeasible
30,84,2,3,Infeasible
31,84,2,3,Infeasible
32,84,2,3,Infeasible
33,84,2,3,Infeasible
34,84,2,3,Infeasible
35,84,2,3,Infeasible
36,84,2,3,Infeasible
37,84,2,3,Infeasible
38,84,2,3,Infeasible
39,84,2,3,Infeasible
40,84,2,3,Infeasible
41,84,2,3,Infeasible
42,84,2,3,Infeasible
43,84,2,3,Infeasible
44,84,2,3,Infeasible
45,84,2,3,Infeasible
46,84,2,3,Infeasible
47,84,2,3,Infeasible
48,84,2,3,Infeasible
49,84,2,3,Infeasible
50,84,2,3,Infeasible
51,84,2,3,Infeasible
52,84,2,3,Infeasible
53,84,2,3,Infeasible
54,84,2,3,Infeasible
55,84,2,3,Infeasible
56,84,2,3,Infeasible
57,84,2,3,Infeasible
58,84,2,3,Infeasible
59,84,2,3,Infeasible
60,84,2,3,Infeasible
61,84,2,3,Infeasible
62,84,2,3,Infeasible
63,84,2,3,Infeasible
64,84,2,3,Infeasible
65,84,2,3,Infeasible
66,84,2,3,Infeasible
67,84,2,3,Infeasible
68,84,2,3,Infeasible
69,84,2,3,Infeasible
70,84,2,3,Infeasible
71,84,2,3,Infeasible
72,84,2,3,Infeasible
73,84,2,3,Infeasible
74,84,2,3,Infeasible
75,84,2,3,Infeasible
76,84,2,3,Infeasible
77,84,2,3,Infeasible
78,84,2,3,Infeasible
79,84,2,3,Infeasible
80,84,2,3,Infeasible
81,84,2,3,Infeasible
82,84,2,3,Infeasible
83,84,2,3,Infeasible
84,84,2,3,Infeasible
85,84,2,3,Infeasible
86,84,2,3,Infeasible
87,84,2,3,Infeasible
88,84,2,3,Infeasible
89,84,2,3,Infeasible
90,84,2,3,Infeasible
91,84,2,3,Infeasible
0,85,2,1,Infeasible
1,85,2,1,Infeasible
2,85,2,1,Infeasible
3,85,2,1,Infeasible
4,85,2,1,Infeasible
5,85,2,1,Infeasible
6,85,2,1,Infeasible
7,85,2,1,Infeasible
8,85,2,1,Infeasible
9,85,2,1,Infeasible
10,85,2,1,Infeasible
11,85,2,1,Infeasible
12,85,2,1,Infeasible
13,85,2,1,Infeasible
14,85,2,1,Infeasible
15,85,2,1,Infeasible
16,85,2,1,Infeasible
17,85,2,1,Infeasible
18,85,2,1,Infeasible
19,85,2,1,Infeasible
20,85,2,1,Infeasible
21,85,2,1,Infeasible
22,85,2,1,Infeasible
23,85,2,1,Infeasible
24,85,2,1,Infeasible
25,85,2,1,Infeasible
26,85,2,1,Infeasible
27,85,2,1,Infeasible
28,85,2,1,Infeasible
29,85,2,1,Infeasible
30,85,2,1,Infeasible
31,85,2,1,Infeasible
32,85,2,1,Infeasible
33,85,2,1,Infeasible
34,85,2,1,Infeasible
35,85,2,1,Infeasible
36,85,2,1,Infeasible
37,85,2,1,Infeasible
38,85,2,1,Infeasible
39,85,2,1,Infeasible
40,85,2,1,Infeasible
41,85,2,1,Infeasible
42,85,2,1,Infeasible
43,85,2,1,Infeasible
44,85,2,1,Infeasible
45,85,2,1,Infeasible
46,85,2,1,Infeasible
47,85,2,1,Infeasible
48,85,2,1,Infeasible
49,85,2,1,Infeasible
50,85,2,1,Infeasible
51,85,2,1,Infeasible
52,85,2,1,Infeasible
53,85,2,1,Infeasible
54,85,2,1,Infeasible
55,85,2,1,Infeasible
56,85,2,1,Infeasible
57,85,2,1,Infeasible
58,85,2,1,Infeasible
59,85,2,1,Infeasible
60,85,2,1,Infeasible
61,85,2,1,Infeasible
62,85,2,1,Infeasible
63,85,2,1,Infeasible
64,85,2,1,Infeasible
65,85,2,1,Infeasible
66,85,2,1,Infeasible
67,85,2,1,Infeasible
68,85,2,1,Infeasible
69,85,2,1,Infeasible
70,85,2,1,Infeasible
71,85,2,1,Infeasible
72,85,2,1,Infeasible
73,85,2,1,Infeasible
74,85,2,1,Infeasible
75,85,2,1,Infeasible
76,85,2,1,Infeasible
77,85,2,1,Infeasible
78,85,2,1,Infeasible
79,85,2,1,Infeasible
80,85,2,1,Infeasible
81,85,2,1,Infeasible
82,85,2,1,Infeasible
83,85,2,1,Infeasible
84,85,2,1,Infeasible
85,85,2,1,Infeasible
86,85,2,1,Infeasible
87,85,2,1,Infeasible
88,85,2,1,Infeasible
89,85,2,1,Infeasible
90,85,2,1,Infeasible
91,85,2,1,Infeasible
0,85,2,2,Infeasible
1,85,2,2,Infeasible
2,85,2,2,Infeasible
3,85,2,2,Infeasible
4,85,2,2,Infeasible
5,85,2,2,Infeasible
6,85,2,2,Infeasible
7,85,2,2,Infeasible
8,85,2,2,Infeasible
9,85,2,2,Infeasible
10,85,2,2,Infeasible
11,85,2,2,Infeasible
12,85,2,2,Infeasible
13,85,2,2,Infeasible
14,85,2,2,Infeasible
15,85,2,2,Infeasible
16,85,2,2,Infeasible
17,85,2,2,Infeasible
18,85,2,2,Infeasible
19,85,2,2,Infeasible
20,85,2,2,Infeasible
21,85,2,2,Infeasible
22,85,2,2,Infeasible
23,85,2,2,Infeasible
24,85,2,2,Infeasible
25,85,2,2,Infeasible
26,85,2,2,Infeasible
27,85,2,2,Infeasible
28,85,2,2,Infeasible
29,85,2,2,Infeasible
30,85,2,2,Infeasible
31,85,2,2,Infeasible
32,85,2,2,Infeasible
33,85,2,2,Infeasible
34,85,2,2,Infeasible
35,85,2,2,Infeasible
36,85,2,2,Infeasible
37,85,2,2,Infeasible
38,85,2,2,Infeasible
39,85,2,2,Infeasible
40,85,2,2,Infeasible
41,85,2,2,Infeasible
42,85,2,2,Infeasible
43,85,2,2,Infeasible
44,85,2,2,Infeasible
45,85,2,2,Infeasible
46,85,2,2,Infeasible
47,85,2,2,Infeasible
48,85,2,2,Infeasible
49,85,2,2,Infeasible
50,85,2,2,Infeasible
51,85,2,2,Infeasible
52,85,2,2,Infeasible
53,85,2,2,Infeasible
54,85,2,2,Infeasible
55,85,2,2,Infeasible
56,85,2,2,Infeasible
57,85,2,2,Infeasible
58,85,2,2,Infeasible
59,85,2,2,Infeasible
60,85,2,2,Infeasible
61,85,2,2,Infeasible
62,85,2,2,Infeasible
63,85,2,2,Infeasible
64,85,2,2,Infeasible
65,85,2,2,Infeasible
66,85,2,2,Infeasible
67,85,2,2,Infeasible
68,85,2,2,Infeasible
69,85,2,2,Infeasible
70,85,2,2,Infeasible
71,85,2,2,Infeasible
72,85,2,2,Infeasible
73,85,2,2,Infeasible
74,85,2,2,Infeasible
75,85,2,2,Infeasible
76,85,2,2,Infeasible
77,85,2,2,Infeasible
78,85,2,2,Infeasible
79,85,2,2,Infeasible
80,85,2,2,Infeasible
81,85,2,2,Infeasible
82,85,2,2,Infeasible
83,85,2,2,Infeasible
84,85,2,2,Infeasible
85,85,2,2,Infeasible
86,85,2,2,Infeasible
87,85,2,2,Infeasible
88,85,2,2,Infeasible
89,85,2,2,Infeasible
90,85,2,2,Infeasible
91,85,2,2,Infeasible
0,85,2,3,Infeasible
1,85,2,3,Infeasible
2,85,2,3,Infeasible
3,85,2,3,Infeasible
4,85,2,3,Infeasible
5,85,2,3,Infeasible
6,85,2,3,Infeasible
7,85,2,3,Infeasible
8,85,2,3,Infeasible
9,85,2,3,Infeasible
10,85,2,3,Infeasible
11,85,2,3,Infeasible
12,85,2,3,Infeasible
13,85,2,3,Infeasible
14,85,2,3,Infeasible
15,85,2,3,Infeasible
16,85,2,3,Infeasible
17,85,2,3,Infeasible
18,85,2,3,Infeasible
19,85,2,3,Infeasible
20,85,2,3,Infeasible
21,85,2,3,Infeasible
22,85,2,3,Infeasible
23,85,2,3,Infeasible
24,85,2,3,Infeasible
25,85,2,3,Infeasible
26,85,2,3,Infeasible
27,85,2,3,Infeasible
28,85,2,3,Infeasible
29,85,2,3,Infeasible
30,85,2,3,Infeasible
31,85,2,3,Infeasible
32,85,2,3,Infeasible
33,85,2,3,Infeasible
34,85,2,3,Infeasible
35,85,2,3,Infeasible
36,85,2,3,Infeasible
37,85,2,3,Infeasible
38,85,2,3,Infeasible
39,85,2,3,Infeasible
40,85,2,3,Infeasible
41,85,2,3,Infeasible
42,85,2,3,Infeasible
43,85,2,3,Infeasible
44,85,2,3,Infeasible
45,85,2,3,Infeasible
46,85,2,3,Infeasible
47,85,2,3,Infeasible
48,85,2,3,Infeasible
49,85,2,3,Infeasible
50,85,2,3,Infeasible
51,85,2,3,Infeasible
52,85,2,3,Infeasible
53,85,2,3,Infeasible
54,85,2,3,Infeasible
55,85,2,3,Infeasible
56,85,2,3,Infeasible
57,85,2,3,Infeasible
58,85,2,3,Infeasible
59,85,2,3,Infeasible
60,85,2,3,Infeasible
61,85,2,3,Infeasible
62,85,2,3,Infeasible
63,85,2,3,Infeasible
64,85,2,3,Infeasible
65,85,2,3,Infeasible
66,85,2,3,Infeasible
67,85,2,3,Infeasible
68,85,2,3,Infeasible
69,85,2,3,Infeasible
70,85,2,3,Infeasible
71,85,2,3,Infeasible
72,85,2,3,Infeasible
73,85,2,3,Infeasible
74,85,2,3,Infeasible
75,85,2,3,Infeasible
76,85,2,3,Infeasible
77,85,2,3,Infeasible
78,85,2,3,Infeasible
79,85,2,3,Infeasible
80,85,2,3,Infeasible
81,85,2,3,Infeasible
82,85,2,3,Infeasible
83,85,2,3,Infeasible
84,85,2,3,Infeasible
85,85,2,3,Infeasible
86,85,2,3,Infeasible
87,85,2,3,Infeasible
88,85,2,3,Infeasible
89,85,2,3,Infeasible
90,85,2,3,Infeasible
91,85,2,3,Infeasible
0,86,2,1,Infeasible
1,86,2,1,Infeasible
2,86,2,1,Infeasible
3,86,2,1,Infeasible
4,86,2,1,Infeasible
5,86,2,1,Infeasible
6,86,2,1,Feasible
7,86,2,1,Infeasible
8,86,2,1,Infeasible
9,86,2,1,Infeasible
10,86,2,1,Infeasible
11,86,2,1,Infeasible
12,86,2,1,Infeasible
13,86,2,1,Infeasible
14,86,2,1,Infeasible
15,86,2,1,Infeasible
16,86,2,1,Infeasible
17,86,2,1,Infeasible
18,86,2,1,Infeasible
19,86,2,1,Infeasible
20,86,2,1,Infeasible
21,86,2,1,Infeasible
22,86,2,1,Infeasible
23,86,2,1,Infeasible
24,86,2,1,Infeasible
25,86,2,1,Infeasible
26,86,2,1,Infeasible
27,86,2,1,Infeasible
28,86,2,1,Infeasible
29,86,2,1,Infeasible
30,86,2,1,Infeasible
31,86,2,1,Infeasible
32,86,2,1,Infeasible
33,86,2,1,Infeasible
34,86,2,1,Infeasible
35,86,2,1,Infeasible
36,86,2,1,Infeasible
37,86,2,1,Infeasible
38,86,2,1,Infeasible
39,86,2,1,Infeasible
40,86,2,1,Infeasible
41,86,2,1,Infeasible
42,86,2,1,Infeasible
43,86,2,1,Infeasible
44,86,2,1,Infeasible
45,86,2,1,Infeasible
46,86,2,1,Infeasible
47,86,2,1,Infeasible
48,86,2,1,Infeasible
49,86,2,1,Infeasible
50,86,2,1,Infeasible
51,86,2,1,Infeasible
52,86,2,1,Infeasible
53,86,2,1,Infeasible
54,86,2,1,Infeasible
55,86,2,1,Infeasible
56,86,2,1,Infeasible
57,86,2,1,Infeasible
58,86,2,1,Infeasible
59,86,2,1,Infeasible
60,86,2,1,Infeasible
61,86,2,1,Infeasible
62,86,2,1,Infeasible
63,86,2,1,Infeasible
64,86,2,1,Infeasible
65,86,2,1,Infeasible
66,86,2,1,Infeasible
67,86,2,1,Infeasible
68,86,2,1,Infeasible
69,86,2,1,Infeasible
70,86,2,1,Infeasible
71,86,2,1,Infeasible
72,86,2,1,Infeasible
73,86,2,1,Infeasible
74,86,2,1,Infeasible
75,86,2,1,Infeasible
76,86,2,1,Infeasible
77,86,2,1,Infeasible
78,86,2,1,Infeasible
79,86,2,1,Infeasible
80,86,2,1,Infeasible
81,86,2,1,Infeasible
82,86,2,1,Infeasible
83,86,2,1,Infeasible
84,86,2,1,Infeasible
85,86,2,1,Infeasible
86,86,2,1,Infeasible
87,86,2,1,Infeasible
88,86,2,1,Infeasible
89,86,2,1,Infeasible
90,86,2,1,Infeasible
91,86,2,1,Infeasible
0,86,2,2,Infeasible
1,86,2,2,Infeasible
2,86,2,2,Infeasible
3,86,2,2,Infeasible
4,86,2,2,Infeasible
5,86,2,2,Infeasible
6,86,2,2,Infeasible
7,86,2,2,Infeasible
8,86,2,2,Infeasible
9,86,2,2,Infeasible
10,86,2,2,Infeasible
11,86,2,2,Infeasible
12,86,2,2,Infeasible
13,86,2,2,Infeasible
14,86,2,2,Infeasible
15,86,2,2,Infeasible
16,86,2,2,Infeasible
17,86,2,2,Infeasible
18,86,2,2,Infeasible
19,86,2,2,Infeasible
20,86,2,2,Infeasible
21,86,2,2,Infeasible
22,86,2,2,Infeasible
23,86,2,2,Infeasible
24,86,2,2,Infeasible
25,86,2,2,Infeasible
26,86,2,2,Infeasible
27,86,2,2,Infeasible
28,86,2,2,Infeasible
29,86,2,2,Infeasible
30,86,2,2,Infeasible
31,86,2,2,Infeasible
32,86,2,2,Infeasible
33,86,2,2,Infeasible
34,86,2,2,Infeasible
35,86,2,2,Feasible
36,86,2,2,Infeasible
37,86,2,2,Infeasible
38,86,2,2,Infeasible
39,86,2,2,Infeasible
40,86,2,2,Infeasible
41,86,2,2,Infeasible
42,86,2,2,Infeasible
43,86,2,2,Infeasible
44,86,2,2,Infeasible
45,86,2,2,Infeasible
46,86,2,2,Infeasible
47,86,2,2,Infeasible
48,86,2,2,Infeasible
49,86,2,2,Infeasible
50,86,2,2,Infeasible
51,86,2,2,Infeasible
52,86,2,2,Infeasible
53,86,2,2,Infeasible
54,86,2,2,Infeasible
55,86,2,2,Infeasible
56,86,2,2,Infeasible
57,86,2,2,Infeasible
58,86,2,2,Infeasible
59,86,2,2,Infeasible
60,86,2,2,Infeasible
61,86,2,2,Infeasible
62,86,2,2,Infeasible
63,86,2,2,Infeasible
64,86,2,2,Infeasible
65,86,2,2,Infeasible
66,86,2,2,Infeasible
67,86,2,2,Infeasible
68,86,2,2,Infeasible
69,86,2,2,Infeasible
70,86,2,2,Infeasible
71,86,2,2,Infeasible
72,86,2,2,Infeasible
73,86,2,2,Infeasible
74,86,2,2,Infeasible
75,86,2,2,Infeasible
76,86,2,2,Infeasible
77,86,2,2,Infeasible
78,86,2,2,Infeasible
79,86,2,2,Infeasible
80,86,2,2,Infeasible
81,86,2,2,Infeasible
82,86,2,2,Infeasible
83,86,2,2,Infeasible
84,86,2,2,Infeasible
85,86,2,2,Infeasible
86,86,2,2,Infeasible
87,86,2,2,Infeasible
88,86,2,2,Infeasible
89,86,2,2,Infeasible
90,86,2,2,Infeasible
91,86,2,2,Infeasible
0,86,2,3,Infeasible
1,86,2,3,Infeasible
2,86,2,3,Infeasible
3,86,2,3,Infeasible
4,86,2,3,Infeasible
5,86,2,3,Infeasible
6,86,2,3,Infeasible
7,86,2,3,Infeasible
8,86,2,3,Infeasible
9,86,2,3,Infeasible
10,86,2,3,Infeasible
11,86,2,3,Infeasible
12,86,2,3,Infeasible
13,86,2,3,Infeasible
14,86,2,3,Infeasible
15,86,2,3,Infeasible
16,86,2,3,Infeasible
17,86,2,3,Infeasible
18,86,2,3,Infeasible
19,86,2,3,Infeasible
20,86,2,3,Infeasible
21,86,2,3,Infeasible
22,86,2,3,Infeasible
23,86,2,3,Infeasible
24,86,2,3,Infeasible
25,86,2,3,Infeasible
26,86,2,3,Infeasible
27,86,2,3,Infeasible
28,86,2,3,Infeasible
29,86,2,3,Infeasible
30,86,2,3,Infeasible
31,86,2,3,Infeasible
32,86,2,3,Infeasible
33,86,2,3,Infeasible
34,86,2,3,Infeasible
35,86,2,3,Infeasible
36,86,2,3,Infeasible
37,86,2,3,Infeasible
38,86,2,3,Infeasible
39,86,2,3,Infeasible
40,86,2,3,Infeasible
41,86,2,3,Infeasible
42,86,2,3,Infeasible
43,86,2,3,Infeasible
44,86,2,3,Infeasible
45,86,2,3,Infeasible
46,86,2,3,Infeasible
47,86,2,3,Infeasible
48,86,2,3,Infeasible
49,86,2,3,Infeasible
50,86,2,3,Infeasible
51,86,2,3,Infeasible
52,86,2,3,Infeasible
53,86,2,3,Infeasible
54,86,2,3,Infeasible
55,86,2,3,Infeasible
56,86,2,3,Infeasible
57,86,2,3,Infeasible
58,86,2,3,Infeasible
59,86,2,3,Infeasible
60,86,2,3,Infeasible
61,86,2,3,Infeasible
62,86,2,3,Infeasible
63,86,2,3,Infeasible
64,86,2,3,Infeasible
65,86,2,3,Infeasible
66,86,2,3,Infeasible
67,86,2,3,Infeasible
68,86,2,3,Infeasible
69,86,2,3,Infeasible
70,86,2,3,Infeasible
71,86,2,3,Infeasible
72,86,2,3,Infeasible
73,86,2,3,Infeasible
74,86,2,3,Infeasible
75,86,2,3,Infeasible
76,86,2,3,Infeasible
77,86,2,3,Infeasible
78,86,2,3,Infeasible
79,86,2,3,Infeasible
80,86,2,3,Infeasible
81,86,2,3,Infeasible
82,86,2,3,Infeasible
83,86,2,3,Infeasible
84,86,2,3,Infeasible
85,86,2,3,Infeasible
86,86,2,3,Infeasible
87,86,2,3,Infeasible
88,86,2,3,Infeasible
89,86,2,3,Infeasible
90,86,2,3,Infeasible
91,86,2,3,Infeasible
0,87,2,1,Infeasible
1,87,2,1,Infeasible
2,87,2,1,Infeasible
3,87,2,1,Infeasible
4,87,2,1,Infeasible
5,87,2,1,Infeasible
6,87,2,1,Infeasible
7,87,2,1,Infeasible
8,87,2,1,Infeasible
9,87,2,1,Infeasible
10,87,2,1,Infeasible
11,87,2,1,Infeasible
12,87,2,1,Infeasible
13,87,2,1,Infeasible
14,87,2,1,Infeasible
15,87,2,1,Infeasible
16,87,2,1,Infeasible
17,87,2,1,Infeasible
18,87,2,1,Infeasible
19,87,2,1,Infeasible
20,87,2,1,Infeasible
21,87,2,1,Infeasible
22,87,2,1,Infeasible
23,87,2,1,Infeasible
24,87,2,1,Infeasible
25,87,2,1,Infeasible
26,87,2,1,Infeasible
27,87,2,1,Infeasible
28,87,2,1,Infeasible
29,87,2,1,Infeasible
30,87,2,1,Infeasible
31,87,2,1,Infeasible
32,87,2,1,Infeasible
33,87,2,1,Infeasible
34,87,2,1,Infeasible
35,87,2,1,Infeasible
36,87,2,1,Infeasible
37,87,2,1,Infeasible
38,87,2,1,Infeasible
39,87,2,1,Infeasible
40,87,2,1,Infeasible
41,87,2,1,Infeasible
42,87,2,1,Infeasible
43,87,2,1,Infeasible
44,87,2,1,Infeasible
45,87,2,1,Infeasible
46,87,2,1,Infeasible
47,87,2,1,Infeasible
48,87,2,1,Infeasible
49,87,2,1,Infeasible
50,87,2,1,Infeasible
51,87,2,1,Infeasible
52,87,2,1,Infeasible
53,87,2,1,Infeasible
54,87,2,1,Infeasible
55,87,2,1,Infeasible
56,87,2,1,Infeasible
57,87,2,1,Infeasible
58,87,2,1,Infeasible
59,87,2,1,Infeasible
60,87,2,1,Infeasible
61,87,2,1,Infeasible
62,87,2,1,Infeasible
63,87,2,1,Infeasible
64,87,2,1,Infeasible
65,87,2,1,Infeasible
66,87,2,1,Infeasible
67,87,2,1,Infeasible
68,87,2,1,Infeasible
69,87,2,1,Infeasible
70,87,2,1,Infeasible
71,87,2,1,Infeasible
72,87,2,1,Infeasible
73,87,2,1,Infeasible
74,87,2,1,Infeasible
75,87,2,1,Infeasible
76,87,2,1,Infeasible
77,87,2,1,Infeasible
78,87,2,1,Infeasible
79,87,2,1,Infeasible
80,87,2,1,Infeasible
81,87,2,1,Infeasible
82,87,2,1,Infeasible
83,87,2,1,Infeasible
84,87,2,1,Infeasible
85,87,2,1,Infeasible
86,87,2,1,Infeasible
87,87,2,1,Infeasible
88,87,2,1,Infeasible
89,87,2,1,Infeasible
90,87,2,1,Infeasible
91,87,2,1,Infeasible
0,87,2,2,Infeasible
1,87,2,2,Infeasible
2,87,2,2,Infeasible
3,87,2,2,Infeasible
4,87,2,2,Infeasible
5,87,2,2,Infeasible
6,87,2,2,Infeasible
7,87,2,2,Infeasible
8,87,2,2,Infeasible
9,87,2,2,Infeasible
10,87,2,2,Infeasible
11,87,2,2,Infeasible
12,87,2,2,Infeasible
13,87,2,2,Infeasible
14,87,2,2,Infeasible
15,87,2,2,Infeasible
16,87,2,2,Infeasible
17,87,2,2,Infeasible
18,87,2,2,Infeasible
19,87,2,2,Infeasible
20,87,2,2,Infeasible
21,87,2,2,Infeasible
22,87,2,2,Infeasible
23,87,2,2,Infeasible
24,87,2,2,Infeasible
25,87,2,2,Infeasible
26,87,2,2,Infeasible
27,87,2,2,Infeasible
28,87,2,2,Infeasible
29,87,2,2,Infeasible
30,87,2,2,Infeasible
31,87,2,2,Infeasible
32,87,2,2,Infeasible
33,87,2,2,Infeasible
34,87,2,2,Infeasible
35,87,2,2,Infeasible
36,87,2,2,Infeasible
37,87,2,2,Infeasible
38,87,2,2,Infeasible
39,87,2,2,Infeasible
40,87,2,2,Infeasible
41,87,2,2,Infeasible
42,87,2,2,Infeasible
43,87,2,2,Infeasible
44,87,2,2,Infeasible
45,87,2,2,Infeasible
46,87,2,2,Infeasible
47,87,2,2,Infeasible
48,87,2,2,Infeasible
49,87,2,2,Infeasible
50,87,2,2,Infeasible
51,87,2,2,Infeasible
52,87,2,2,Infeasible
53,87,2,2,Infeasible
54,87,2,2,Infeasible
55,87,2,2,Infeasible
56,87,2,2,Infeasible
57,87,2,2,Infeasible
58,87,2,2,Infeasible
59,87,2,2,Infeasible
60,87,2,2,Infeasible
61,87,2,2,Infeasible
62,87,2,2,Infeasible
63,87,2,2,Infeasible
64,87,2,2,Infeasible
65,87,2,2,Infeasible
66,87,2,2,Infeasible
67,87,2,2,Infeasible
68,87,2,2,Infeasible
69,87,2,2,Infeasible
70,87,2,2,Infeasible
71,87,2,2,Infeasible
72,87,2,2,Infeasible
73,87,2,2,Infeasible
74,87,2,2,Infeasible
75,87,2,2,Infeasible
76,87,2,2,Infeasible
77,87,2,2,Feasible
78,87,2,2,Infeasible
79,87,2,2,Infeasible
80,87,2,2,Infeasible
81,87,2,2,Infeasible
82,87,2,2,Infeasible
83,87,2,2,Infeasible
84,87,2,2,Infeasible
85,87,2,2,Infeasible
86,87,2,2,Infeasible
87,87,2,2,Infeasible
88,87,2,2,Infeasible
89,87,2,2,Infeasible
90,87,2,2,Infeasible
91,87,2,2,Infeasible
0,87,2,3,Infeasible
1,87,2,3,Infeasible
2,87,2,3,Infeasible
3,87,2,3,Infeasible
4,87,2,3,Infeasible
5,87,2,3,Infeasible
6,87,2,3,Infeasible
7,87,2,3,Infeasible
8,87,2,3,Infeasible
9,87,2,3,Infeasible
10,87,2,3,Infeasible
11,87,2,3,Infeasible
12,87,2,3,Infeasible
13,87,2,3,Infeasible
14,87,2,3,Infeasible
15,87,2,3,Infeasible
16,87,2,3,Infeasible
17,87,2,3,Infeasible
18,87,2,3,Infeasible
19,87,2,3,Infeasible
20,87,2,3,Infeasible
21,87,2,3,Infeasible
22,87,2,3,Infeasible
23,87,2,3,Infeasible
24,87,2,3,Infeasible
25,87,2,3,Infeasible
26,87,2,3,Infeasible
27,87,2,3,Infeasible
28,87,2,3,Infeasible
29,87,2,3,Infeasible
30,87,2,3,Infeasible
31,87,2,3,Infeasible
32,87,2,3,Infeasible
33,87,2,3,Infeasible
34,87,2,3,Infeasible
35,87,2,3,Infeasible
36,87,2,3,Infeasible
37,87,2,3,Infeasible
38,87,2,3,Infeasible
39,87,2,3,Infeasible
40,87,2,3,Infeasible
41,87,2,3,Infeasible
42,87,2,3,Infeasible
43,87,2,3,Infeasible
44,87,2,3,Infeasible
45,87,2,3,Infeasible
46,87,2,3,Infeasible
47,87,2,3,Infeasible
48,87,2,3,Infeasible
49,87,2,3,Infeasible
50,87,2,3,Infeasible
51,87,2,3,Infeasible
52,87,2,3,Infeasible
53,87,2,3,Infeasible
54,87,2,3,Infeasible
55,87,2,3,Infeasible
