Region,category,cat_score,childRegions,RId
Central Asia,nov,3.0,"Central Asia, East Asia, Near and Middle East, Russland and Caucasus, South Asia, Southeast Asia, Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan, China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet), Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates, Caucasus, Russia Central, Russia East, Russia South, Russia West, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka, India East, India Himalayan North and Plains, India Northeast and Bangladesh, India South, India West, Borneo, Indonesia, Myanmar, Philippines, Thailand North and Laos, Thailand South, Vietnam and Cambodia, West Malaysia and Singapur, Bali and Lombok, Indonesian islands west of Lombok, Sumatra and Java",37
Central Asia,oct,3.0,"Central Asia, East Asia, Near and Middle East, Russland and Caucasus, South Asia, Southeast Asia, Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan, China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet), Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates, Caucasus, Russia Central, Russia East, Russia South, Russia West, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka, India East, India Himalayan North and Plains, India Northeast and Bangladesh, India South, India West, Borneo, Indonesia, Myanmar, Philippines, Thailand North and Laos, Thailand South, Vietnam and Cambodia, West Malaysia and Singapur, Bali and Lombok, Indonesian islands west of Lombok, Sumatra and Java",37
Central Asia,sep,3.0,"Central Asia, East Asia, Near and Middle East, Russland and Caucasus, South Asia, Southeast Asia, Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan, China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet), Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates, Caucasus, Russia Central, Russia East, Russia South, Russia West, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka, India East, India Himalayan North and Plains, India Northeast and Bangladesh, India South, India West, Borneo, Indonesia, Myanmar, Philippines, Thailand North and Laos, Thailand South, Vietnam and Cambodia, West Malaysia and Singapur, Bali and Lombok, Indonesian islands west of Lombok, Sumatra and Java",37
Central Asia,culinary,3.0,"Central Asia, East Asia, Near and Middle East, Russland and Caucasus, South Asia, Southeast Asia, Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan, China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet), Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates, Caucasus, Russia Central, Russia East, Russia South, Russia West, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka, India East, India Himalayan North and Plains, India Northeast and Bangladesh, India South, India West, Borneo, Indonesia, Myanmar, Philippines, Thailand North and Laos, Thailand South, Vietnam and Cambodia, West Malaysia and Singapur, Bali and Lombok, Indonesian islands west of Lombok, Sumatra and Java",37
Central Asia,cities & architecture,3.0,"Central Asia, East Asia, Near and Middle East, Russland and Caucasus, South Asia, Southeast Asia, Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan, China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet), Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates, Caucasus, Russia Central, Russia East, Russia South, Russia West, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka, India East, India Himalayan North and Plains, India Northeast and Bangladesh, India South, India West, Borneo, Indonesia, Myanmar, Philippines, Thailand North and Laos, Thailand South, Vietnam and Cambodia, West Malaysia and Singapur, Bali and Lombok, Indonesian islands west of Lombok, Sumatra and Java",37
Central Asia,Weeks to Upper Quantile,1.0,"Central Asia, East Asia, Near and Middle East, Russland and Caucasus, South Asia, Southeast Asia, Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan, China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet), Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates, Caucasus, Russia Central, Russia East, Russia South, Russia West, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka, India East, India Himalayan North and Plains, India Northeast and Bangladesh, India South, India West, Borneo, Indonesia, Myanmar, Philippines, Thailand North and Laos, Thailand South, Vietnam and Cambodia, West Malaysia and Singapur, Bali and Lombok, Indonesian islands west of Lombok, Sumatra and Java",37
Central Asia,aug,3.0,"Central Asia, East Asia, Near and Middle East, Russland and Caucasus, South Asia, Southeast Asia, Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan, China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet), Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates, Caucasus, Russia Central, Russia East, Russia South, Russia West, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka, India East, India Himalayan North and Plains, India Northeast and Bangladesh, India South, India West, Borneo, Indonesia, Myanmar, Philippines, Thailand North and Laos, Thailand South, Vietnam and Cambodia, West Malaysia and Singapur, Bali and Lombok, Indonesian islands west of Lombok, Sumatra and Java",37
Central Asia,jul,3.0,"Central Asia, East Asia, Near and Middle East, Russland and Caucasus, South Asia, Southeast Asia, Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan, China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet), Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates, Caucasus, Russia Central, Russia East, Russia South, Russia West, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka, India East, India Himalayan North and Plains, India Northeast and Bangladesh, India South, India West, Borneo, Indonesia, Myanmar, Philippines, Thailand North and Laos, Thailand South, Vietnam and Cambodia, West Malaysia and Singapur, Bali and Lombok, Indonesian islands west of Lombok, Sumatra and Java",37
Central Asia,jun,3.0,"Central Asia, East Asia, Near and Middle East, Russland and Caucasus, South Asia, Southeast Asia, Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan, China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet), Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates, Caucasus, Russia Central, Russia East, Russia South, Russia West, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka, India East, India Himalayan North and Plains, India Northeast and Bangladesh, India South, India West, Borneo, Indonesia, Myanmar, Philippines, Thailand North and Laos, Thailand South, Vietnam and Cambodia, West Malaysia and Singapur, Bali and Lombok, Indonesian islands west of Lombok, Sumatra and Java",37
Central Asia,may,3.0,"Central Asia, East Asia, Near and Middle East, Russland and Caucasus, South Asia, Southeast Asia, Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan, China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet), Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates, Caucasus, Russia Central, Russia East, Russia South, Russia West, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka, India East, India Himalayan North and Plains, India Northeast and Bangladesh, India South, India West, Borneo, Indonesia, Myanmar, Philippines, Thailand North and Laos, Thailand South, Vietnam and Cambodia, West Malaysia and Singapur, Bali and Lombok, Indonesian islands west of Lombok, Sumatra and Java",37
Central Asia,apr,3.0,"Central Asia, East Asia, Near and Middle East, Russland and Caucasus, South Asia, Southeast Asia, Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan, China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet), Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates, Caucasus, Russia Central, Russia East, Russia South, Russia West, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka, India East, India Himalayan North and Plains, India Northeast and Bangladesh, India South, India West, Borneo, Indonesia, Myanmar, Philippines, Thailand North and Laos, Thailand South, Vietnam and Cambodia, West Malaysia and Singapur, Bali and Lombok, Indonesian islands west of Lombok, Sumatra and Java",37
Central Asia,mar,3.0,"Central Asia, East Asia, Near and Middle East, Russland and Caucasus, South Asia, Southeast Asia, Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan, China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet), Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates, Caucasus, Russia Central, Russia East, Russia South, Russia West, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka, India East, India Himalayan North and Plains, India Northeast and Bangladesh, India South, India West, Borneo, Indonesia, Myanmar, Philippines, Thailand North and Laos, Thailand South, Vietnam and Cambodia, West Malaysia and Singapur, Bali and Lombok, Indonesian islands west of Lombok, Sumatra and Java",37
Central Asia,feb,3.0,"Central Asia, East Asia, Near and Middle East, Russland and Caucasus, South Asia, Southeast Asia, Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan, China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet), Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates, Caucasus, Russia Central, Russia East, Russia South, Russia West, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka, India East, India Himalayan North and Plains, India Northeast and Bangladesh, India South, India West, Borneo, Indonesia, Myanmar, Philippines, Thailand North and Laos, Thailand South, Vietnam and Cambodia, West Malaysia and Singapur, Bali and Lombok, Indonesian islands west of Lombok, Sumatra and Java",37
Central Asia,jan,3.0,"Central Asia, East Asia, Near and Middle East, Russland and Caucasus, South Asia, Southeast Asia, Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan, China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet), Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates, Caucasus, Russia Central, Russia East, Russia South, Russia West, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka, India East, India Himalayan North and Plains, India Northeast and Bangladesh, India South, India West, Borneo, Indonesia, Myanmar, Philippines, Thailand North and Laos, Thailand South, Vietnam and Cambodia, West Malaysia and Singapur, Bali and Lombok, Indonesian islands west of Lombok, Sumatra and Java",37
Central Asia,shopping,3.0,"Central Asia, East Asia, Near and Middle East, Russland and Caucasus, South Asia, Southeast Asia, Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan, China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet), Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates, Caucasus, Russia Central, Russia East, Russia South, Russia West, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka, India East, India Himalayan North and Plains, India Northeast and Bangladesh, India South, India West, Borneo, Indonesia, Myanmar, Philippines, Thailand North and Laos, Thailand South, Vietnam and Cambodia, West Malaysia and Singapur, Bali and Lombok, Indonesian islands west of Lombok, Sumatra and Java",37
Central Asia,culture,3.0,"Central Asia, East Asia, Near and Middle East, Russland and Caucasus, South Asia, Southeast Asia, Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan, China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet), Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates, Caucasus, Russia Central, Russia East, Russia South, Russia West, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka, India East, India Himalayan North and Plains, India Northeast and Bangladesh, India South, India West, Borneo, Indonesia, Myanmar, Philippines, Thailand North and Laos, Thailand South, Vietnam and Cambodia, West Malaysia and Singapur, Bali and Lombok, Indonesian islands west of Lombok, Sumatra and Java",37
Central Asia,average weekly cost,350.0,"Central Asia, East Asia, Near and Middle East, Russland and Caucasus, South Asia, Southeast Asia, Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan, China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet), Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates, Caucasus, Russia Central, Russia East, Russia South, Russia West, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka, India East, India Himalayan North and Plains, India Northeast and Bangladesh, India South, India West, Borneo, Indonesia, Myanmar, Philippines, Thailand North and Laos, Thailand South, Vietnam and Cambodia, West Malaysia and Singapur, Bali and Lombok, Indonesian islands west of Lombok, Sumatra and Java",37
Central Asia,wintersports,3.0,"Central Asia, East Asia, Near and Middle East, Russland and Caucasus, South Asia, Southeast Asia, Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan, China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet), Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates, Caucasus, Russia Central, Russia East, Russia South, Russia West, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka, India East, India Himalayan North and Plains, India Northeast and Bangladesh, India South, India West, Borneo, Indonesia, Myanmar, Philippines, Thailand North and Laos, Thailand South, Vietnam and Cambodia, West Malaysia and Singapur, Bali and Lombok, Indonesian islands west of Lombok, Sumatra and Java",37
Central Asia,nature & wildlife,3.0,"Central Asia, East Asia, Near and Middle East, Russland and Caucasus, South Asia, Southeast Asia, Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan, China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet), Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates, Caucasus, Russia Central, Russia East, Russia South, Russia West, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka, India East, India Himalayan North and Plains, India Northeast and Bangladesh, India South, India West, Borneo, Indonesia, Myanmar, Philippines, Thailand North and Laos, Thailand South, Vietnam and Cambodia, West Malaysia and Singapur, Bali and Lombok, Indonesian islands west of Lombok, Sumatra and Java",37
Central Asia,hiking,3.0,"Central Asia, East Asia, Near and Middle East, Russland and Caucasus, South Asia, Southeast Asia, Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan, China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet), Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates, Caucasus, Russia Central, Russia East, Russia South, Russia West, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka, India East, India Himalayan North and Plains, India Northeast and Bangladesh, India South, India West, Borneo, Indonesia, Myanmar, Philippines, Thailand North and Laos, Thailand South, Vietnam and Cambodia, West Malaysia and Singapur, Bali and Lombok, Indonesian islands west of Lombok, Sumatra and Java",37
Central Asia,beach,3.0,"Central Asia, East Asia, Near and Middle East, Russland and Caucasus, South Asia, Southeast Asia, Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan, China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet), Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates, Caucasus, Russia Central, Russia East, Russia South, Russia West, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka, India East, India Himalayan North and Plains, India Northeast and Bangladesh, India South, India West, Borneo, Indonesia, Myanmar, Philippines, Thailand North and Laos, Thailand South, Vietnam and Cambodia, West Malaysia and Singapur, Bali and Lombok, Indonesian islands west of Lombok, Sumatra and Java",37
Central Asia,entertainment,3.0,"Central Asia, East Asia, Near and Middle East, Russland and Caucasus, South Asia, Southeast Asia, Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan, China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet), Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates, Caucasus, Russia Central, Russia East, Russia South, Russia West, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka, India East, India Himalayan North and Plains, India Northeast and Bangladesh, India South, India West, Borneo, Indonesia, Myanmar, Philippines, Thailand North and Laos, Thailand South, Vietnam and Cambodia, West Malaysia and Singapur, Bali and Lombok, Indonesian islands west of Lombok, Sumatra and Java",37
Central Asia,watersports,3.0,"Central Asia, East Asia, Near and Middle East, Russland and Caucasus, South Asia, Southeast Asia, Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan, China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet), Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates, Caucasus, Russia Central, Russia East, Russia South, Russia West, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka, India East, India Himalayan North and Plains, India Northeast and Bangladesh, India South, India West, Borneo, Indonesia, Myanmar, Philippines, Thailand North and Laos, Thailand South, Vietnam and Cambodia, West Malaysia and Singapur, Bali and Lombok, Indonesian islands west of Lombok, Sumatra and Java",37
Central Asia,Weeks to Lower Quantile,8.0,"Central Asia, East Asia, Near and Middle East, Russland and Caucasus, South Asia, Southeast Asia, Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan, China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet), Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates, Caucasus, Russia Central, Russia East, Russia South, Russia West, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka, India East, India Himalayan North and Plains, India Northeast and Bangladesh, India South, India West, Borneo, Indonesia, Myanmar, Philippines, Thailand North and Laos, Thailand South, Vietnam and Cambodia, West Malaysia and Singapur, Bali and Lombok, Indonesian islands west of Lombok, Sumatra and Java",37
Central Asia,dec,3.0,"Central Asia, East Asia, Near and Middle East, Russland and Caucasus, South Asia, Southeast Asia, Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan, China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet), Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates, Caucasus, Russia Central, Russia East, Russia South, Russia West, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka, India East, India Himalayan North and Plains, India Northeast and Bangladesh, India South, India West, Borneo, Indonesia, Myanmar, Philippines, Thailand North and Laos, Thailand South, Vietnam and Cambodia, West Malaysia and Singapur, Bali and Lombok, Indonesian islands west of Lombok, Sumatra and Java",37
Central Europe,Weeks to Upper Quantile,1.0,"British Islands, Central Europe, Eastern Europe, North Europe, Southern Europe, England and Wales, Ireland and Northern Ireland, Scotland, Austria, Benelux, France, Germany, Slovenia and Croatia, Switzerland and Liechtenstein, Albania  Kosovo, Baltic states, Belarus  Ukraine and Moldova, Czech Republic and Slovakia, Hungary, Poland, Romania  Bulgaria and Macedonia, Serbia  Bosnia and Herzegovina  Montenegro, Finland, Iceland and Faroe Islands, Norway, Sweden and Denmark, Corsica and Sardinia, Cyprus, Greece  islands, Greece  mainland, Italy and Malta, Portugal  islands, Portugal  mainland, Spain  Balearic Islands, Spain  Canary islands, Spain  mainland, Turkey",38
Central Europe,jul,5.0,"British Islands, Central Europe, Eastern Europe, North Europe, Southern Europe, England and Wales, Ireland and Northern Ireland, Scotland, Austria, Benelux, France, Germany, Slovenia and Croatia, Switzerland and Liechtenstein, Albania  Kosovo, Baltic states, Belarus  Ukraine and Moldova, Czech Republic and Slovakia, Hungary, Poland, Romania  Bulgaria and Macedonia, Serbia  Bosnia and Herzegovina  Montenegro, Finland, Iceland and Faroe Islands, Norway, Sweden and Denmark, Corsica and Sardinia, Cyprus, Greece  islands, Greece  mainland, Italy and Malta, Portugal  islands, Portugal  mainland, Spain  Balearic Islands, Spain  Canary islands, Spain  mainland, Turkey",38
Central Europe,dec,3.0,"British Islands, Central Europe, Eastern Europe, North Europe, Southern Europe, England and Wales, Ireland and Northern Ireland, Scotland, Austria, Benelux, France, Germany, Slovenia and Croatia, Switzerland and Liechtenstein, Albania  Kosovo, Baltic states, Belarus  Ukraine and Moldova, Czech Republic and Slovakia, Hungary, Poland, Romania  Bulgaria and Macedonia, Serbia  Bosnia and Herzegovina  Montenegro, Finland, Iceland and Faroe Islands, Norway, Sweden and Denmark, Corsica and Sardinia, Cyprus, Greece  islands, Greece  mainland, Italy and Malta, Portugal  islands, Portugal  mainland, Spain  Balearic Islands, Spain  Canary islands, Spain  mainland, Turkey",38
